latitude,longitude,estado,bioma,mes,temperatura_media,umidade_relativa,precipitacao_mm,velocidade_vento,dias_sem_chuva,focos_calor_7d,distancia_foco_km,ndvi,historico_incendios,risco_incendio
-14.315055,-45.01839,PI,Cerrado,10,32.23,25.27,0.65,9.58,30,6,27.63,0.37,0,critico
-29.134699,-43.704506,SP,Pantanal,8,37.3,14.85,1.79,20.43,22,11,48.87,0.312,5,critico
-8.818099,-43.79363,RO,Amazônia,3,26.08,43.12,93.55,19.95,14,4,3.47,0.595,6,alto
-12.776921,-70.406173,CE,Pampa,6,19.73,58.73,1.23,11.16,14,3,7.08,0.477,5,medio
-14.264151,-41.762374,SP,Cerrado,11,33.8,25.56,40.84,16.0,8,7,1.0,0.48,4,alto
-1.034829,-47.69969,PE,Pampa,4,30.47,71.26,14.02,6.94,14,2,3.13,0.502,11,alto
-11.216779,-49.3512,SC,Amazônia,7,31.94,41.93,42.47,6.28,9,6,3.35,0.296,7,alto
-15.204592,-56.980966,RS,Mata Atlântica,7,28.69,18.98,6.0,5.21,8,6,14.04,0.205,5,alto
4.533723,-49.880329,SP,Cerrado,2,27.75,49.9,31.48,27.55,5,2,9.16,0.468,3,medio
-4.023031,-61.282419,TO,Cerrado,1,35.2,21.91,11.69,3.59,20,5,3.39,0.652,6,critico
-16.390737,-61.679991,MA,Cerrado,11,24.78,28.29,25.97,0.0,13,5,22.2,0.794,4,medio
4.204052,-70.713013,PE,Mata Atlântica,5,29.36,85.6,11.87,3.19,3,0,64.24,0.507,5,baixo
-8.67167,-71.430607,PR,Caatinga,9,33.5,18.94,0.2,16.4,29,11,1.0,0.322,11,critico
-32.783848,-67.641015,GO,Amazônia,3,22.46,64.95,65.75,6.77,11,3,18.83,0.246,6,medio
2.838107,-62.602695,PE,Amazônia,11,30.45,79.95,32.09,13.78,6,2,36.47,0.418,7,medio
-29.50011,-58.782336,PA,Amazônia,5,29.65,90.27,12.96,12.44,2,1,19.76,0.376,2,medio
-6.538821,-36.316371,GO,Caatinga,10,35.57,11.65,13.26,1.73,16,12,39.25,0.814,2,alto
-18.722631,-34.177567,RS,Pantanal,11,31.76,58.36,17.43,19.6,16,9,2.03,0.459,8,alto
-4.373072,-62.421748,PI,Amazônia,2,26.07,75.79,35.63,23.23,14,3,24.78,0.772,5,medio
-9.30167,-44.64495,TO,Cerrado,5,28.85,70.25,18.36,5.97,17,5,54.14,0.658,7,medio
-24.517263,-70.408612,MS,Pampa,10,25.37,16.77,4.65,18.75,22,6,12.71,0.539,3,alto
-16.887768,-60.768603,BA,Mata Atlântica,8,32.84,45.86,6.14,6.3,13,7,14.66,0.404,6,alto
-13.448015,-37.538695,CE,Amazônia,11,29.68,48.61,39.59,28.93,5,5,2.06,0.676,5,alto
-26.885672,-62.263685,SC,Cerrado,1,23.75,73.96,46.45,12.47,5,1,19.16,0.409,4,medio
-16.122952,-56.002197,MT,Pantanal,6,37.38,47.64,11.46,34.73,19,8,6.02,0.626,5,alto
-30.08543,-36.590066,PA,Caatinga,3,32.75,52.99,24.98,17.29,12,7,26.8,0.459,3,medio
-2.265558,-51.833828,SP,Pantanal,8,34.85,23.15,2.76,15.64,20,6,1.0,0.366,4,critico
-23.849626,-67.99832,MT,Mata Atlântica,5,30.19,79.17,23.53,0.06,16,4,67.5,0.518,1,medio
-26.190767,-60.985036,BA,Amazônia,9,39.76,61.25,35.62,19.48,15,3,14.5,0.339,4,alto
-3.727805,-50.775418,CE,Amazônia,5,23.87,79.71,15.33,19.64,3,3,6.37,0.494,3,medio
-1.399714,-34.320636,RO,Amazônia,6,32.14,82.82,25.88,2.09,16,5,19.72,0.691,5,medio
-15.459078,-45.847482,MT,Cerrado,8,38.6,19.09,3.36,13.32,13,4,14.01,0.203,9,critico
-14.480534,-48.258507,AM,Caatinga,8,33.06,10.0,6.89,17.46,26,5,1.19,0.371,4,critico
-31.337435,-39.587717,SP,Amazônia,9,33.4,41.61,24.01,7.53,29,6,32.01,0.507,2,alto
-23.348477,-53.975683,SC,Caatinga,9,36.14,10.0,0.98,34.21,11,8,7.4,0.285,3,critico
-7.486072,-55.639178,PR,Pantanal,8,36.29,17.34,8.37,7.25,36,15,34.66,0.114,5,critico
-2.795622,-55.850787,RS,Pampa,5,26.35,69.83,65.94,10.28,4,0,54.1,0.579,1,baixo
-18.4403,-57.018624,MA,Pantanal,8,30.32,26.31,2.57,1.41,30,10,24.94,0.353,7,critico
-10.107106,-65.32923,BA,Pampa,8,29.36,19.76,18.81,8.91,24,5,17.66,0.199,3,alto
-21.953407,-56.67328,MS,Mata Atlântica,1,30.44,60.16,2.73,29.97,9,3,4.83,0.549,5,alto
-17.767197,-59.861737,TO,Amazônia,7,33.26,81.88,13.45,15.71,23,9,1.37,0.759,5,alto
-4.509657,-35.926999,PI,Cerrado,3,27.09,30.97,5.78,13.24,7,3,89.75,0.514,3,medio
-2.38957,-36.094863,SC,Amazônia,8,35.49,61.45,41.37,0.0,26,3,7.33,0.401,9,alto
-29.265922,-54.315415,MA,Pantanal,2,30.29,64.8,27.53,13.87,10,3,39.3,0.662,0,medio
-32.217708,-59.250228,PI,Amazônia,2,28.35,95.0,87.4,16.28,10,4,10.26,0.635,3,medio
0.889266,-43.642249,CE,Pampa,5,25.88,65.16,21.4,29.12,13,2,13.18,0.536,4,medio
-24.364573,-65.479585,PE,Amazônia,1,23.64,95.0,16.51,18.85,11,2,3.53,0.699,5,medio
-30.249813,-68.801946,SC,Cerrado,6,33.99,61.07,9.7,22.63,15,7,2.61,0.405,8,critico
-26.615326,-56.992766,CE,Caatinga,12,28.21,45.83,11.82,24.5,4,4,18.25,0.302,2,medio
-6.735664,-37.801848,PE,Amazônia,8,28.26,39.72,28.42,7.98,20,5,4.86,0.595,6,alto
-1.961523,-64.845716,MT,Pampa,10,32.37,20.65,6.59,8.45,5,6,8.96,0.251,7,alto
-11.514858,-45.481016,AM,Cerrado,7,33.15,17.23,0.34,0.0,26,9,9.56,0.158,6,critico
-29.887597,-58.213854,PR,Amazônia,9,32.94,30.47,25.67,6.35,32,8,38.69,0.736,4,alto
-6.616817,-65.744049,MT,Pampa,4,18.82,51.53,20.62,21.85,5,1,24.41,0.224,2,medio
-17.070411,-35.902274,TO,Pampa,10,29.62,51.61,8.28,11.16,21,3,3.64,0.765,3,alto
-11.474834,-37.824673,PE,Cerrado,2,32.95,26.74,12.87,8.49,13,4,8.22,0.687,6,alto
-17.597661,-51.34708,MT,Caatinga,10,35.28,20.72,10.81,20.07,30,5,28.69,0.472,4,critico
-20.895966,-68.560604,MT,Amazônia,4,21.71,80.19,47.45,6.47,0,2,15.07,0.555,8,baixo
-4.697419,-71.136132,PE,Caatinga,6,20.97,42.5,23.38,8.93,5,2,8.63,0.05,0,medio
0.939769,-68.252352,TO,Mata Atlântica,9,26.04,45.86,7.45,18.94,15,1,17.66,0.279,4,alto
-4.142987,-51.438194,AM,Pantanal,1,27.61,48.59,57.26,0.0,15,3,7.67,0.476,3,medio
-8.162082,-64.787228,GO,Caatinga,11,28.55,44.66,1.69,14.33,22,5,10.46,0.351,4,alto
-32.205944,-68.399579,PI,Mata Atlântica,1,25.98,53.39,73.57,26.23,17,3,1.0,0.657,2,medio
-1.317541,-51.693758,MA,Amazônia,6,17.62,59.1,21.43,24.12,3,1,17.56,0.734,7,medio
-29.778981,-62.733991,SP,Mata Atlântica,5,35.05,48.83,17.37,14.63,3,1,27.71,0.502,4,medio
-6.807558,-60.846711,RO,Pampa,6,18.51,66.35,24.26,14.24,1,1,15.34,0.346,0,baixo
-23.546187,-61.380685,CE,Pantanal,8,32.38,41.23,37.31,8.6,26,8,4.3,0.114,8,critico
-27.31657,-37.0322,PI,Mata Atlântica,8,28.66,64.45,20.21,11.8,14,5,4.38,0.31,5,alto
-8.097125,-54.716,PE,Amazônia,5,33.18,64.68,32.6,24.36,2,2,72.35,0.292,5,medio
-15.233677,-35.660324,BA,Amazônia,10,29.55,56.73,17.04,11.01,7,4,45.54,0.684,5,medio
-18.848627,-45.874866,RO,Cerrado,4,26.63,59.82,12.45,0.0,12,4,4.48,0.47,8,alto
-6.885828,-38.643991,TO,Mata Atlântica,12,22.06,47.82,47.64,21.5,12,1,15.08,0.583,0,medio
2.902147,-34.932683,PR,Mata Atlântica,11,26.42,65.08,5.41,9.7,10,1,24.55,0.551,4,medio
-10.194199,-72.095429,TO,Pampa,2,23.16,35.49,19.53,12.44,9,1,7.82,0.63,3,medio
-26.167008,-41.687776,MG,Pantanal,1,30.21,48.71,6.58,8.44,12,5,21.68,0.688,3,alto
-17.092631,-34.513613,TO,Cerrado,10,33.16,10.0,10.88,11.55,37,8,1.0,0.25,8,critico
0.860312,-49.868813,MS,Pantanal,5,28.35,52.02,19.82,17.05,12,1,11.02,0.442,6,alto
2.574737,-61.251704,AM,Caatinga,8,35.26,36.95,15.8,19.7,18,7,5.91,0.493,5,alto
-18.965649,-56.959686,TO,Caatinga,4,31.97,55.87,61.33,19.19,21,3,5.48,0.325,0,medio
-21.742407,-63.437998,PE,Pampa,8,26.03,51.99,4.34,15.72,16,6,29.01,0.454,4,alto
-27.490161,-51.369765,RJ,Cerrado,10,30.08,34.24,5.74,25.06,28,6,6.01,0.721,4,critico
-29.533857,-60.152045,RO,Caatinga,8,25.96,18.49,1.16,19.8,20,10,14.74,0.747,2,critico
-21.159608,-35.44464,MS,Amazônia,1,27.24,59.3,27.69,3.0,3,4,38.73,0.471,3,baixo
-29.22179,-35.688616,PA,Caatinga,11,27.19,53.69,17.9,7.37,21,3,19.08,0.294,5,medio
-0.941474,-51.069567,AM,Caatinga,2,28.3,68.73,0.87,9.81,12,6,1.0,0.391,1,alto
-13.43438,-64.531474,BA,Mata Atlântica,6,29.42,86.87,29.42,16.83,17,2,17.96,0.601,2,baixo
-15.314166,-38.122263,PE,Amazônia,4,24.13,82.07,71.57,0.0,2,3,8.63,0.519,3,baixo
-8.944369,-49.599356,BA,Amazônia,7,27.31,64.85,26.75,23.42,33,8,33.34,0.587,4,medio
2.501649,-45.595043,MG,Amazônia,5,23.33,55.27,20.67,18.41,17,6,8.44,0.648,9,alto
-13.340807,-64.405587,RS,Amazônia,3,26.72,37.63,12.32,10.22,13,1,2.72,0.575,7,alto
-18.932002,-46.652808,PA,Mata Atlântica,7,35.85,12.15,5.79,7.28,12,4,8.38,0.346,6,critico
-22.339213,-38.093273,AM,Mata Atlântica,10,34.38,12.74,2.2,3.18,13,5,5.14,0.266,7,critico
-0.773127,-34.094716,MA,Pampa,5,18.34,74.55,27.99,6.83,6,3,23.7,0.737,5,baixo
-26.749597,-66.791178,SP,Caatinga,5,34.12,52.69,23.7,23.45,21,8,59.53,0.808,5,alto
-29.982487,-60.291976,RS,Pantanal,11,23.09,47.28,4.96,20.57,1,2,6.58,0.349,3,medio
-6.315675,-51.98392,GO,Pantanal,12,31.7,19.86,22.39,2.62,21,2,8.17,0.424,5,alto
-11.401371,-42.91687,PE,Mata Atlântica,7,21.16,44.16,6.58,9.88,20,7,13.34,0.629,2,alto
-4.615452,-70.577402,PI,Pantanal,3,23.25,62.97,27.73,4.76,13,3,14.85,0.511,4,medio
-5.888435,-53.206189,MS,Amazônia,9,28.02,51.02,16.02,10.56,6,9,51.12,0.384,5,medio
-31.227875,-64.033267,GO,Pampa,8,24.62,10.0,18.37,7.43,25,10,20.68,0.472,5,alto
-27.385255,-67.939231,RO,Mata Atlântica,2,21.27,79.94,8.04,21.52,5,1,9.71,0.61,0,medio
-2.981037,-53.539411,CE,Amazônia,7,30.07,38.44,42.22,22.84,5,8,5.82,0.524,3,alto
-16.941862,-48.635327,MS,Mata Atlântica,9,30.5,52.89,13.22,3.98,20,3,45.54,0.161,1,alto
-15.657689,-44.277772,MS,Cerrado,6,27.81,39.06,2.63,20.06,15,1,4.99,0.268,11,critico
-30.143619,-69.130695,MA,Cerrado,4,26.65,33.3,46.84,18.53,8,4,4.45,0.741,5,alto
2.201546,-60.555747,RS,Amazônia,2,28.87,56.69,44.67,15.08,16,8,26.32,0.852,2,medio
-6.217511,-44.084085,GO,Pantanal,11,28.95,59.78,112.19,8.73,11,3,1.0,0.122,4,alto
-7.702438,-70.870772,RO,Caatinga,1,24.24,68.75,65.11,26.12,16,3,3.75,0.512,1,medio
-23.391614,-68.065062,GO,Caatinga,7,29.5,33.7,0.15,30.49,12,12,6.07,0.139,8,critico
2.151682,-72.088269,RO,Caatinga,4,30.89,51.68,4.83,17.7,6,1,11.24,0.408,3,medio
-32.053181,-62.812461,TO,Cerrado,3,37.1,71.15,8.02,4.68,18,7,11.0,0.712,6,alto
-27.731374,-59.021684,MA,Amazônia,4,30.85,71.71,8.51,12.84,7,2,30.4,0.285,10,medio
-25.243201,-41.881792,GO,Mata Atlântica,11,27.13,60.43,2.05,26.61,2,0,104.67,0.127,1,medio
-31.821777,-39.765908,CE,Amazônia,7,35.92,20.61,26.33,6.07,16,9,30.35,0.436,4,alto
-21.698073,-70.11651,PI,Amazônia,4,19.43,66.2,25.63,19.9,13,4,1.0,0.797,4,medio
-1.600348,-71.094072,RJ,Cerrado,1,35.49,72.47,23.06,19.83,17,3,18.23,0.26,4,alto
-3.426851,-59.339981,SP,Cerrado,9,37.03,19.12,1.49,0.82,12,14,6.34,0.517,3,critico
-20.223712,-34.812541,RJ,Mata Atlântica,3,29.16,50.89,22.24,13.48,3,0,54.8,0.617,2,baixo
-28.944729,-72.990606,PR,Cerrado,8,36.46,50.44,1.88,11.49,8,5,4.82,0.554,8,critico
-13.123215,-45.468328,CE,Caatinga,5,21.82,71.65,70.38,21.52,7,0,48.52,0.719,3,baixo
-0.143818,-71.974696,MG,Mata Atlântica,10,29.95,45.81,5.68,9.16,13,6,10.24,0.407,9,alto
-28.587667,-65.437845,RJ,Mata Atlântica,4,22.7,53.4,59.24,7.5,16,4,10.01,0.456,3,medio
-4.555561,-70.523287,TO,Pantanal,7,31.53,14.53,4.97,21.21,7,11,19.61,0.05,9,critico
-5.700184,-44.072959,MS,Mata Atlântica,6,25.57,59.03,4.03,0.19,5,2,6.43,0.409,6,medio
4.823008,-46.893747,RO,Mata Atlântica,8,30.4,47.51,15.71,28.58,20,6,2.9,0.34,3,alto
-23.627552,-63.876793,GO,Cerrado,5,32.14,25.95,16.96,8.72,13,2,2.34,0.481,5,alto
-7.730721,-61.085939,PR,Amazônia,5,30.19,62.77,112.13,0.0,4,4,59.88,0.95,1,baixo
-8.962265,-56.202277,TO,Pampa,5,25.62,55.19,9.79,17.55,11,1,4.97,0.615,2,medio
-30.775794,-45.500622,BA,Mata Atlântica,7,29.79,38.03,7.59,15.41,25,6,36.26,0.661,4,alto
-32.488522,-60.336979,MG,Caatinga,2,27.54,46.67,3.6,21.06,9,1,22.2,0.516,6,medio
-18.283395,-52.37771,GO,Amazônia,11,23.15,26.15,28.37,1.68,13,4,4.82,0.804,6,medio
-17.575255,-37.086378,MT,Cerrado,10,36.93,26.56,5.76,22.72,21,12,24.05,0.39,5,critico
-17.277879,-65.100605,RS,Mata Atlântica,12,32.19,81.52,15.41,16.88,15,0,127.27,0.688,3,baixo
-1.982397,-66.885683,MG,Pampa,5,27.45,63.11,72.83,9.44,3,0,74.12,0.453,4,baixo
-6.103907,-44.358561,MG,Cerrado,11,32.19,40.36,27.92,6.75,17,3,15.0,0.404,7,alto
-18.264405,-40.121629,RS,Amazônia,9,35.42,44.06,30.58,6.65,13,2,18.84,0.846,4,alto
-4.521841,-39.227722,MA,Pampa,5,28.69,58.17,25.95,15.91,5,0,43.43,0.726,2,baixo
-3.229452,-71.873361,PA,Cerrado,1,30.96,75.24,11.57,35.7,4,2,29.35,0.787,2,medio
-30.197389,-68.63977,GO,Amazônia,5,24.54,87.3,178.72,21.7,3,3,4.38,0.87,5,medio
-3.024775,-53.335425,MS,Amazônia,9,21.97,50.75,36.83,20.96,28,10,73.83,0.71,6,alto
-12.249625,-50.350798,PA,Mata Atlântica,12,27.55,84.67,23.61,12.48,9,0,54.08,0.662,6,baixo
-18.130663,-53.141342,SC,Mata Atlântica,9,31.37,24.37,13.69,27.37,17,9,17.94,0.553,5,alto
0.559962,-67.197724,MS,Pampa,11,25.08,70.62,11.94,10.72,10,1,50.78,0.687,5,baixo
-29.121678,-44.54372,PR,Cerrado,7,23.65,44.79,9.39,12.12,14,6,5.05,0.568,6,alto
-18.39093,-53.151172,GO,Amazônia,12,28.71,95.0,41.25,25.84,14,1,36.85,0.723,5,medio
-29.446503,-51.422892,MG,Mata Atlântica,3,22.65,77.2,21.09,16.24,2,3,11.01,0.929,4,baixo
-20.895019,-56.698467,TO,Amazônia,1,24.2,63.22,17.2,16.0,9,3,3.87,0.569,3,medio
-30.442854,-70.535227,BA,Cerrado,8,32.16,10.0,15.74,5.7,22,8,19.45,0.56,2,alto
-8.462343,-37.258381,RO,Cerrado,6,21.65,34.17,13.53,13.62,7,3,7.84,0.608,3,medio
-9.519191,-47.155758,AM,Amazônia,9,32.81,38.64,11.04,18.51,33,6,38.31,0.858,4,alto
-2.24594,-70.336847,PR,Cerrado,2,27.85,37.1,43.0,16.32,2,2,22.9,0.776,8,medio
-32.576772,-60.092837,TO,Amazônia,6,35.96,70.89,34.52,29.38,12,5,22.5,0.574,8,alto
1.918755,-49.581833,GO,Mata Atlântica,3,33.25,67.9,17.17,9.44,17,1,19.0,0.571,5,medio
-18.326908,-53.128086,MS,Amazônia,11,27.13,77.95,52.43,19.13,4,4,22.54,0.649,6,medio
-21.681149,-70.092434,PA,Pantanal,6,27.57,26.19,59.33,25.29,4,5,23.48,0.379,1,medio
-7.353493,-42.821769,PR,Mata Atlântica,8,33.6,51.77,6.83,8.96,31,7,4.3,0.33,4,critico
4.608914,-35.292306,SP,Pampa,2,22.29,88.73,33.64,11.9,1,0,79.64,0.348,3,baixo
-1.897936,-34.258168,TO,Amazônia,6,24.56,65.72,42.33,12.45,17,11,4.47,0.461,9,alto
-15.10995,-65.69788,BA,Pampa,11,28.2,63.1,9.06,21.95,4,2,18.75,0.653,5,medio
-14.423717,-60.119721,PA,Mata Atlântica,2,29.07,66.51,24.15,19.61,17,6,10.93,0.638,5,medio
-8.350183,-42.914113,RO,Cerrado,7,35.42,25.21,8.89,13.64,14,9,2.33,0.611,10,critico
2.114178,-38.611575,GO,Cerrado,6,27.82,19.35,34.39,24.1,13,8,9.15,0.684,4,alto
-25.814522,-66.487532,RS,Cerrado,8,30.72,39.28,5.15,23.02,28,6,34.45,0.19,7,critico
-0.372589,-60.193202,GO,Mata Atlântica,6,30.77,82.89,21.19,24.33,10,1,16.82,0.611,3,medio
-16.045176,-46.139153,AM,Pantanal,3,30.32,68.18,0.5,30.63,9,4,49.0,0.63,5,alto
-5.880457,-61.955852,PR,Amazônia,8,25.54,70.82,12.28,19.53,20,10,21.21,0.383,8,alto
-28.620184,-47.692725,PA,Cerrado,9,34.96,37.3,10.6,19.26,37,4,5.32,0.538,7,alto
1.313227,-68.018018,CE,Cerrado,3,29.33,34.76,37.92,14.59,17,8,14.53,0.383,5,alto
-28.864692,-68.368407,SP,Caatinga,4,29.39,55.32,17.91,4.4,17,4,3.54,0.688,0,medio
-1.132448,-62.685716,CE,Amazônia,4,36.46,57.81,32.55,13.44,9,4,15.34,0.461,2,medio
-10.514851,-34.132027,MS,Cerrado,6,27.33,62.17,21.51,13.64,6,5,17.62,0.122,7,medio
-8.334062,-55.584271,RO,Cerrado,12,26.65,36.56,16.94,22.29,3,4,5.85,0.215,1,alto
-4.658309,-69.092053,PA,Pantanal,10,32.85,42.26,4.13,23.28,41,13,19.14,0.656,4,critico
-30.984337,-55.637475,RO,Mata Atlântica,3,30.14,71.75,100.72,21.55,4,1,10.55,0.303,4,medio
-8.762189,-35.781307,TO,Cerrado,3,29.75,92.66,16.24,9.56,6,7,11.78,0.261,6,medio
0.466936,-61.456371,TO,Cerrado,6,31.51,48.05,3.92,19.48,19,3,2.37,0.295,2,alto
-1.168542,-53.748784,CE,Mata Atlântica,8,35.37,29.89,1.75,21.96,27,8,12.33,0.052,8,critico
-16.492412,-49.856096,MT,Amazônia,12,22.31,80.86,44.61,0.0,0,2,5.4,0.445,2,baixo
-2.712505,-55.758248,SP,Mata Atlântica,12,25.72,69.26,21.94,22.96,3,1,12.59,0.443,4,medio
-6.739433,-34.708667,PI,Cerrado,12,29.05,79.01,28.2,6.42,14,5,16.95,0.451,6,medio
-0.255532,-34.171899,AM,Cerrado,3,26.67,62.0,4.25,0.0,5,1,10.19,0.451,5,medio
-19.436097,-70.959462,RJ,Amazônia,8,31.39,61.0,14.6,18.64,33,6,32.24,0.486,4,alto
-21.147467,-55.875881,PI,Caatinga,10,32.66,10.0,0.08,4.83,39,11,2.36,0.353,5,critico
2.857146,-42.33305,BA,Amazônia,5,29.16,51.64,57.69,18.38,8,0,99.72,0.85,5,medio
0.781178,-54.104153,RO,Cerrado,7,39.57,25.19,9.8,16.68,27,11,35.28,0.448,5,critico
-30.01428,-49.988987,RS,Amazônia,4,35.67,92.32,38.6,30.24,13,3,9.07,0.95,8,alto
-13.968952,-52.854966,SC,Mata Atlântica,2,27.61,41.37,12.59,24.58,13,1,14.73,0.399,3,medio
-12.444423,-70.162691,GO,Amazônia,3,27.86,48.81,24.42,13.89,12,2,16.33,0.663,9,medio
-2.564067,-62.594218,SP,Caatinga,11,29.58,75.41,7.59,16.29,16,2,20.62,0.363,1,medio
-4.546089,-70.778033,CE,Amazônia,6,31.91,47.33,47.9,19.44,2,3,31.8,0.357,6,medio
-22.751834,-34.592817,RS,Mata Atlântica,1,26.62,49.81,24.25,18.0,14,0,135.89,0.778,6,medio
-10.428692,-37.135332,BA,Cerrado,9,38.47,15.42,8.37,14.66,32,9,30.46,0.212,10,critico
-15.932784,-59.584534,PI,Cerrado,2,26.1,64.5,26.87,17.55,13,5,1.0,0.225,3,alto
1.793704,-57.71977,SC,Amazônia,4,29.88,51.56,34.26,23.21,11,3,6.67,0.397,5,alto
-8.643398,-40.070324,PA,Mata Atlântica,1,19.77,45.33,20.14,26.24,8,0,119.46,0.88,4,baixo
-2.341126,-60.103627,AM,Caatinga,10,33.07,15.72,0.57,15.87,13,7,52.26,0.354,4,alto
-18.098523,-71.731343,BA,Pampa,11,29.14,55.59,12.11,16.27,9,1,15.83,0.47,6,medio
-9.669609,-72.680185,PR,Amazônia,11,28.84,95.0,35.67,4.56,15,1,17.61,0.807,6,medio
-10.789104,-70.901756,CE,Cerrado,4,26.75,66.77,3.71,19.08,7,4,62.62,0.461,2,medio
-28.468759,-50.422264,CE,Mata Atlântica,5,29.39,31.55,6.7,12.62,11,3,2.59,0.57,4,alto
-8.896946,-70.958728,MG,Amazônia,6,29.17,72.42,29.32,31.69,15,3,3.04,0.439,6,alto
-18.040166,-55.386245,GO,Cerrado,9,35.73,47.84,25.99,10.13,17,8,18.17,0.05,3,alto
-22.727526,-66.254214,CE,Pantanal,1,25.28,42.34,14.87,0.0,10,2,26.47,0.518,4,medio
-16.104202,-44.31342,RS,Mata Atlântica,2,26.56,68.47,19.56,7.93,4,0,138.9,0.506,2,baixo
-20.917824,-35.153971,BA,Pampa,10,28.04,45.4,3.01,27.04,8,8,8.62,0.368,1,alto
-28.278941,-45.733953,RO,Cerrado,4,32.21,48.79,8.01,18.49,8,3,41.55,0.66,7,medio
0.359022,-57.023487,CE,Cerrado,10,36.51,10.0,0.15,14.32,24,12,6.59,0.167,3,critico
-30.121101,-49.4177,PA,Cerrado,8,33.65,45.81,1.16,24.32,14,6,41.34,0.579,8,alto
-32.986914,-70.672363,RO,Amazônia,2,29.19,69.88,61.31,23.64,16,2,12.89,0.365,3,medio
-4.536531,-68.609819,MT,Caatinga,9,42.53,13.45,25.17,11.13,28,7,3.25,0.05,2,critico
-16.9678,-36.790203,PR,Mata Atlântica,4,25.03,61.4,16.38,17.28,8,2,1.0,0.596,7,medio
-10.269598,-45.296606,BA,Cerrado,4,36.07,55.8,10.32,18.29,7,4,19.44,0.263,1,medio
-28.347763,-58.235893,SC,Amazônia,12,23.9,54.32,26.19,17.71,11,1,1.22,0.722,8,medio
-4.150107,-68.578411,TO,Mata Atlântica,10,25.75,27.97,6.81,0.0,10,8,92.95,0.192,6,alto
-4.238569,-64.9201,RO,Cerrado,6,32.88,78.36,71.91,7.93,15,1,64.4,0.716,3,medio
-30.710353,-49.709854,MS,Amazônia,9,30.93,60.65,11.01,7.85,12,12,7.6,0.488,1,alto
-30.526022,-53.115377,MG,Caatinga,10,38.43,69.67,2.69,30.41,27,9,23.49,0.492,2,alto
2.531169,-64.995081,PA,Amazônia,11,27.8,80.45,9.43,1.56,1,3,29.49,0.237,6,medio
-6.276079,-63.975892,SC,Amazônia,11,33.25,54.64,16.91,7.57,9,3,31.48,0.503,4,medio
-10.558108,-40.858123,MG,Cerrado,11,25.0,69.82,1.54,15.09,14,2,12.9,0.131,3,alto
-6.080075,-54.844272,PR,Caatinga,6,29.51,29.15,3.56,24.82,19,9,38.1,0.277,3,alto
-19.724122,-61.131545,PI,Cerrado,11,26.82,80.34,40.08,0.0,14,3,8.67,0.519,4,medio
-13.704583,-61.406754,RJ,Amazônia,5,23.1,65.05,19.1,2.27,7,3,26.17,0.648,2,baixo
-13.870683,-36.037984,RJ,Mata Atlântica,7,28.63,50.71,3.4,26.35,15,1,41.54,0.104,3,alto
-11.136385,-60.592648,MA,Amazônia,12,23.13,95.0,13.71,29.18,2,6,8.02,0.332,7,medio
-11.255997,-50.550674,PI,Pantanal,5,25.63,20.67,40.25,28.52,17,7,4.71,0.364,6,alto
-18.221687,-48.049989,PE,Caatinga,1,28.4,54.39,17.51,27.05,17,5,14.74,0.228,6,alto
-13.730968,-40.110875,MS,Pampa,9,25.76,39.1,2.32,22.21,26,7,8.12,0.164,3,alto
-1.154647,-54.189575,MS,Amazônia,6,27.09,85.12,37.47,21.99,14,5,3.9,0.578,4,alto
-32.392108,-71.142003,RO,Caatinga,12,29.94,50.93,10.48,8.94,9,6,38.43,0.519,3,medio
-17.857282,-34.323065,MS,Mata Atlântica,9,28.0,25.87,0.42,17.08,6,8,26.52,0.558,7,alto
-9.417098,-40.198779,CE,Amazônia,9,29.89,72.85,29.6,14.42,17,14,2.76,0.538,4,alto
-23.958406,-38.82383,CE,Amazônia,3,22.32,85.66,22.47,22.68,0,3,10.16,0.389,2,medio
-7.122018,-55.172983,AM,Amazônia,11,20.01,76.82,13.65,19.09,16,7,2.71,0.45,6,alto
-9.56021,-63.019506,SC,Pantanal,11,30.0,45.93,3.53,9.84,15,0,120.79,0.65,4,medio
1.4367,-51.751614,SP,Cerrado,7,40.04,25.76,0.86,21.75,39,11,29.98,0.334,6,critico
-7.627333,-50.380321,TO,Mata Atlântica,6,21.68,82.22,36.71,1.77,0,1,31.26,0.674,3,baixo
-18.086836,-35.880788,PE,Amazônia,2,27.87,80.74,20.85,5.62,7,1,9.55,0.716,1,medio
-14.943829,-70.491314,RO,Caatinga,7,28.91,10.0,13.27,14.74,10,3,16.69,0.422,3,alto
-30.164814,-45.436014,MA,Caatinga,6,32.81,46.01,9.15,23.23,20,4,12.54,0.468,3,alto
-32.260677,-57.360811,MA,Cerrado,3,33.02,34.05,15.37,22.06,8,9,2.17,0.588,5,alto
-30.362927,-62.25777,BA,Cerrado,1,22.89,55.61,27.92,8.27,15,3,3.56,0.468,7,medio
-26.872878,-64.760807,GO,Mata Atlântica,5,24.49,77.81,9.36,16.59,2,0,55.7,0.59,3,baixo
-17.755924,-60.028399,RS,Cerrado,9,30.65,48.1,5.61,21.22,36,9,2.47,0.623,6,critico
-25.813232,-46.514992,PR,Amazônia,10,31.43,34.24,14.65,33.13,21,10,31.9,0.566,10,critico
-26.564182,-58.955693,RJ,Pantanal,8,33.22,11.64,4.24,18.96,13,9,5.5,0.35,6,critico
